0.00000000,0.00004901,0.00019209,0.00042343,0.00073737,0.00112834,0.00159090,0.00211975,0.00270970,0.00335568,0.00405273,0.00479603,0.00558086,0.00640263,0.00725684,0.00813914,0.00904528,0.00997113,0.01091267,0.01186600,0.01282733,0.01379300,0.01475944,0.01572324,0.01668105,0.01762968,0.01856605,0.01948717,0.02039020,0.02127240,0.02213115,0.02296396,0.02376844,0.02454234,0.02528351,0.02598993,0.02665970,0.02729104,0.02788230,0.02843192,0.02893851,0.02940075,0.02981749,0.03018768,0.03051038,0.03078479,0.03101024,0.03118617,0.03131214,0.03138784,0.03141310,0.03138784,0.03131214,0.03118617,0.03101024,0.03078479,0.03051038,0.03018768,0.02981749,0.02940075,0.02893851,0.02843192,0.02788230,0.02729104,0.02665970,0.02598993,0.02528351,0.02454234,0.02376844,0.02296396,0.02213115,0.02127240,0.02039020,0.01948717,0.01856605,0.01762968,0.01668105,0.01572324,0.01475944,0.01379300,0.01282733,0.01186600,0.01091267,0.00997113,0.00904528,0.00813914,0.00725684,0.00640263,0.00558086,0.00479603,0.00405273,0.00335568,0.00270970,0.00211975,0.00159090,0.00112834,0.00073737,0.00042343,0.00019209,0.00004901,0.00000000
0.00000000,0.00039879,0.00081852,0.00128251,0.00179885,0.00236957,0.00299393,0.00366980,0.00439430,0.00516409,0.00597559,0.00682504,0.00770863,0.00862252,0.00956286,0.01052584,0.01150767,0.01250464,0.01351309,0.01452945,0.01555022,0.01657199,0.01759143,0.01860532,0.01961052,0.02060399,0.02158281,0.02254413,0.02348525,0.02440352,0.02529646,0.02616164,0.02699678,0.02779969,0.02856832,0.02930069,0.02999497,0.03064942,0.03126245,0.03183254,0.03235833,0.03283855,0.03327205,0.03365781,0.03399492,0.03428259,0.03452016,0.03470707,0.03484289,0.03492731,0.03496015,0.03494133,0.03487091,0.03474904,0.03457603,0.03435228,0.03407832,0.03375480,0.03338249,0.03296226,0.03249514,0.03198224,0.03142479,0.03082416,0.03018181,0.02949934,0.02877845,0.02802094,0.02722877,0.02640395,0.02554865,0.02466513,0.02375576,0.02282302,0.02186949,0.02089786,0.01991092,0.01891156,0.01790278,0.01688765,0.01586935,0.01485115,0.01383641,0.01282854,0.01183105,0.01084751,0.00988155,0.00893684,0.00801707,0.00712594,0.00626715,0.00544431,0.00466093,0.00392030,0.00322539,0.00257859,0.00198134,0.00143336,0.00093096,0.00046307,0.00000000
0.00000000,0.00068066,0.00135332,0.00204148,0.00275781,0.00350860,0.00429649,0.00512189,0.00598389,0.00688070,0.00780999,0.00876902,0.00975485,0.01076433,0.01179424,0.01284128,0.01390214,0.01497351,0.01605208,0.01713461,0.01821786,0.01929869,0.02037399,0.02144074,0.02249599,0.02353688,0.02456062,0.02556452,0.02654598,0.02750249,0.02843165,0.02933115,0.03019878,0.03103243,0.03183012,0.03258994,0.03331011,0.03398895,0.03462491,0.03521651,0.03576243,0.03626142,0.03671238,0.03711429,0.03746626,0.03776754,0.03801744,0.03821544,0.03836110,0.03845411,0.03849428,0.03848153,0.03841589,0.03829753,0.03812671,0.03790381,0.03762935,0.03730393,0.03692829,0.03650327,0.03602984,0.03550907,0.03494215,0.03433036,0.03367512,0.03297795,0.03224047,0.03146441,0.03065162,0.02980403,0.02892368,0.02801274,0.02707343,0.02610810,0.02511919,0.02410922,0.02308080,0.02203663,0.02097948,0.01991222,0.01883775,0.01775906,0.01667919,0.01560121,0.01452824,0.01346342,0.01240986,0.01137068,0.01034893,0.00934756,0.00836939,0.00741699,0.00649264,0.00559812,0.00473449,0.00390177,0.00309827,0.00231965,0.00155704,0.00079378,0.00000000
0.00000000,0.00092335,0.00182505,0.00272431,0.00363393,0.00456180,0.00551238,0.00648784,0.00748873,0.00851452,0.00956392,0.01063513,0.01172593,0.01283385,0.01395624,0.01509028,0.01623312,0.01738180,0.01853339,0.01968492,0.02083345,0.02197606,0.02310988,0.02423207,0.02533988,0.02643060,0.02750160,0.02855031,0.02957427,0.03057107,0.03153842,0.03247409,0.03337596,0.03424200,0.03507030,0.03585900,0.03660640,0.03731085,0.03797085,0.03858497,0.03915191,0.03967046,0.04013954,0.04055816,0.04092545,0.04124065,0.04150311,0.04171229,0.04186777,0.04196924,0.04201650,0.04200946,0.04194814,0.04183269,0.04166336,0.04144050,0.04116460,0.04083624,0.04045612,0.04002504,0.03954393,0.03901380,0.03843580,0.03781115,0.03714120,0.03642740,0.03567131,0.03487456,0.03403891,0.03316620,0.03225838,0.03131747,0.03034560,0.02934496,0.02831786,0.02726664,0.02619376,0.02510172,0.02399309,0.02287049,0.02173659,0.02059409,0.01944574,0.01829427,0.01714242,0.01599291,0.01484838,0.01371141,0.01258446,0.01146977,0.01036936,0.00928489,0.00821753,0.00716778,0.00613518,0.00511793,0.00411230,0.00311166,0.00210523,0.00107622,0.00000000
0.00000000,0.00114031,0.00225146,0.00334861,0.00444323,0.00554330,0.00665405,0.00777860,0.00891851,0.01007418,0.01124514,0.01243033,0.01362820,0.01483684,0.01605411,0.01727767,0.01850502,0.01973361,0.02096080,0.02218390,0.02340025,0.02460715,0.02580194,0.02698199,0.02814470,0.02928752,0.03040797,0.03150361,0.03257210,0.03361114,0.03461853,0.03559214,0.03652993,0.03742995,0.03829033,0.03910931,0.03988521,0.04061645,0.04130157,0.04193917,0.04252799,0.04306686,0.04355471,0.04399057,0.04437360,0.04470305,0.04497827,0.04519874,0.04536404,0.04547384,0.04552795,0.04552627,0.04546881,0.04535571,0.04518718,0.04496358,0.04468534,0.04435303,0.04396731,0.04352895,0.04303882,0.04249790,0.04190727,0.04126812,0.04058171,0.03984944,0.03907278,0.03825329,0.03739265,0.03649259,0.03555497,0.03458169,0.03357475,0.03253624,0.03146829,0.03037311,0.02925298,0.02811022,0.02694719,0.02576630,0.02456998,0.02336068,0.02214083,0.02091286,0.01967914,0.01844201,0.01720367,0.01596620,0.01473151,0.01350123,0.01227667,0.01105870,0.00984757,0.00864277,0.00744274,0.00624447,0.00504303,0.00383092,0.00259722,0.00132681,0.00000000
0.00000000,0.00133886,0.00264387,0.00392707,0.00519828,0.00646493,0.00773234,0.00900404,0.01028218,0.01156778,0.01286100,0.01416133,0.01546777,0.01677891,0.01809303,0.01940819,0.02072226,0.02203301,0.02333809,0.02463508,0.02592156,0.02719504,0.02845307,0.02969320,0.03091299,0.03211004,0.03328201,0.03442659,0.03554153,0.03662466,0.03767387,0.03868710,0.03966242,0.04059792,0.04149181,0.04234238,0.04314802,0.04390719,0.04461845,0.04528047,0.04589201,0.04645192,0.04695917,0.04741280,0.04781199,0.04815599,0.04844418,0.04867603,0.04885112,0.04896914,0.04902987,0.04903322,0.04897918,0.04886787,0.04869950,0.04847438,0.04819294,0.04785571,0.04746331,0.04701648,0.04651605,0.04596295,0.04535821,0.04470296,0.04399842,0.04324590,0.04244680,0.04160262,0.04071494,0.03978541,0.03881576,0.03780782,0.03676346,0.03568463,0.03457334,0.03343165,0.03226166,0.03106553,0.02984542,0.02860354,0.02734209,0.02606325,0.02476921,0.02346207,0.02214391,0.02081666,0.01948216,0.01814204,0.01679770,0.01545026,0.01410042,0.01274840,0.01139376,0.01003524,0.00867052,0.00729588,0.00590590,0.00449297,0.00304687,0.00155450,0.00000000
0.00000000,0.00152346,0.00300988,0.00446893,0.00590890,0.00733642,0.00875653,0.01017287,0.01158782,0.01300279,0.01441837,0.01583448,0.01725052,0.01866548,0.02007801,0.02148651,0.02288917,0.02428404,0.02566904,0.02704200,0.02840069,0.02974286,0.03106621,0.03236848,0.03364738,0.03490065,0.03612607,0.03732147,0.03848469,0.03961367,0.04070637,0.04176085,0.04277521,0.04374764,0.04467640,0.04555985,0.04639640,0.04718458,0.04792300,0.04861034,0.04924540,0.04982706,0.05035430,0.05082621,0.05124195,0.05160081,0.05190216,0.05214548,0.05233036,0.05245648,0.05252362,0.05253167,0.05248062,0.05237057,0.05220171,0.05197434,0.05168886,0.05134576,0.05094565,0.05048921,0.04997724,0.04941062,0.04879034,0.04811748,0.04739318,0.04661871,0.04579539,0.04492465,0.04400797,0.04304693,0.04204316,0.04099839,0.03991437,0.03879293,0.03763595,0.03644535,0.03522307,0.03397111,0.03269145,0.03138609,0.03005703,0.02870622,0.02733558,0.02594696,0.02454211,0.02312267,0.02169009,0.02024564,0.01879029,0.01732471,0.01584911,0.01436322,0.01286607,0.01135590,0.00982991,0.00828410,0.00671294,0.00510915,0.00346350,0.00176477,0.00000000
0.00000000,0.00169711,0.00335484,0.00498107,0.00658276,0.00816569,0.00973450,0.01129266,0.01284264,0.01438602,0.01592364,0.01745572,0.01898199,0.02050172,0.02201388,0.02351715,0.02500999,0.02649068,0.02795739,0.02940815,0.03084095,0.03225371,0.03364431,0.03501062,0.03635052,0.03766187,0.03894257,0.04019055,0.04140378,0.04258027,0.04371807,0.04481531,0.04587018,0.04688093,0.04784587,0.04876341,0.04963202,0.05045027,0.05121679,0.05193032,0.05258967,0.05319376,0.05374159,0.05423226,0.05466495,0.05503895,0.05535366,0.05560854,0.05580320,0.05593730,0.05601064,0.05602308,0.05597461,0.05586531,0.05569535,0.05546502,0.05517468,0.05482480,0.05441596,0.05394881,0.05342411,0.05284269,0.05220550,0.05151355,0.05076795,0.04996989,0.04912063,0.04822153,0.04727399,0.04627951,0.04523963,0.04415596,0.04303016,0.04186395,0.04065907,0.03941732,0.03814050,0.03683043,0.03548893,0.03411784,0.03271892,0.03129395,0.02984459,0.02837245,0.02687903,0.02536565,0.02383347,0.02228342,0.02071615,0.01913192,0.01753061,0.01591154,0.01427339,0.01261408,0.01093061,0.00921888,0.00747354,0.00568787,0.00385365,0.00196128,0.00000000
0.00000000,0.00186194,0.00368269,0.00546874,0.00722593,0.00895927,0.01067289,0.01237002,0.01405303,0.01572358,0.01738263,0.01903060,0.02066740,0.02229258,0.02390530,0.02550449,0.02708883,0.02865681,0.03020680,0.03173702,0.03324564,0.03473072,0.03619033,0.03762245,0.03902510,0.04039626,0.04173395,0.04303619,0.04430105,0.04552663,0.04671105,0.04785253,0.04894930,0.04999968,0.05100205,0.05195486,0.05285662,0.05370595,0.05450150,0.05524206,0.05592646,0.05655364,0.05712262,0.05763252,0.05808253,0.05847196,0.05880021,0.05906675,0.05927117,0.05941316,0.05949248,0.05950901,0.05946272,0.05935367,0.05918202,0.05894803,0.05865205,0.05829453,0.05787599,0.05739707,0.05685847,0.05626101,0.05560558,0.05489314,0.05412475,0.05330153,0.05242469,0.05149552,0.05051534,0.04948557,0.04840767,0.04728315,0.04611358,0.04490055,0.04364571,0.04235072,0.04101724,0.03964695,0.03824153,0.03680262,0.03533183,0.03383072,0.03230077,0.03074336,0.02915974,0.02755100,0.02591803,0.02426149,0.02258173,0.02087874,0.01915212,0.01740091,0.01562358,0.01381789,0.01198076,0.01010820,0.00819518,0.00623557,0.00422213,0.00214662,0.00000000
0.00000000,0.00201951,0.00399639,0.00593602,0.00784330,0.00972253,0.01157733,0.01341063,0.01522466,0.01702100,0.01880068,0.02056421,0.02231165,0.02404268,0.02575667,0.02745272,0.02912967,0.03078621,0.03242086,0.03403202,0.03561798,0.03717699,0.03870721,0.04020678,0.04167381,0.04310642,0.04450270,0.04586078,0.04717882,0.04845497,0.04968747,0.05087457,0.05201458,0.05310587,0.05414687,0.05513607,0.05607204,0.05695341,0.05777890,0.05854730,0.05925747,0.05990837,0.06049906,0.06102864,0.06149635,0.06190149,0.06224345,0.06252173,0.06273592,0.06288568,0.06297080,0.06299112,0.06294662,0.06283735,0.06266343,0.06242513,0.06212275,0.06175672,0.06132755,0.06083583,0.06028223,0.05966754,0.05899258,0.05825830,0.05746568,0.05661580,0.05570981,0.05474892,0.05373440,0.05266759,0.05154986,0.05038263,0.04916739,0.04790564,0.04659889,0.04524869,0.04385659,0.04242414,0.04095286,0.03944424,0.03789975,0.03632075,0.03470855,0.03306434,0.03138916,0.02968389,0.02794921,0.02618555,0.02439304,0.02257146,0.02072019,0.01883813,0.01692360,0.01497433,0.01298729,0.01095867,0.00888384,0.00675727,0.00457261,0.00232274,0.00000000
