0.00000000,0.00019209,0.00073737,0.00159090,0.00270970,0.00405273,0.00558086,0.00725684,0.00904528,0.01091267,0.01282733,0.01475944,0.01668105,0.01856605,0.02039020,0.02213115,0.02376844,0.02528351,0.02665970,0.02788230,0.02893851,0.02981749,0.03051038,0.03101024,0.03131214,0.03141310,0.03131214,0.03101024,0.03051038,0.02981749,0.02893851,0.02788230,0.02665970,0.02528351,0.02376844,0.02213115,0.02039020,0.01856605,0.01668105,0.01475944,0.01282733,0.01091267,0.00904528,0.00725684,0.00558086,0.00405273,0.00270970,0.00159090,0.00073737,0.00019209,0.00000000
0.00000000,0.00134371,0.00274945,0.00429027,0.00597929,0.00780655,0.00975228,0.01179234,0.01390078,0.01605118,0.01821734,0.02037380,0.02249611,0.02456100,0.02654660,0.02843250,0.03019983,0.03183135,0.03331151,0.03462637,0.03576404,0.03671405,0.03746805,0.03801929,0.03836297,0.03849617,0.03841777,0.03812856,0.03763115,0.03693003,0.03603150,0.03494369,0.03367653,0.03224172,0.03065269,0.02892455,0.02707406,0.02511955,0.02308086,0.02097921,0.01883708,0.01667806,0.01452658,0.01240754,0.01034579,0.00836520,0.00648703,0.00472690,0.00308808,0.00154532,0.00000000
0.00000000,0.00224304,0.00443300,0.00664482,0.00891089,0.01123907,0.01362345,0.01605049,0.01850235,0.02095895,0.02339912,0.02580144,0.02814477,0.03040855,0.03257316,0.03462002,0.03653181,0.03829257,0.03988778,0.04130434,0.04253096,0.04355786,0.04437691,0.04498173,0.04536755,0.04553149,0.04547235,0.04519066,0.04468873,0.04397057,0.04304190,0.04191013,0.04058431,0.03907507,0.03739459,0.03555651,0.03357584,0.03146886,0.02925298,0.02694653,0.02456859,0.02213858,0.01967592,0.01719929,0.01472577,0.01226931,0.00983832,0.00743151,0.00503058,0.00258697,0.00000000
0.00000000,0.00300352,0.00589955,0.00874680,0.01157895,0.01441081,0.01724432,0.02007310,0.02288544,0.02566637,0.02839899,0.03106538,0.03364734,0.03612676,0.03848605,0.04070835,0.04277775,0.04467947,0.04639996,0.04792689,0.04924960,0.05035869,0.05124660,0.05190700,0.05233533,0.05252862,0.05248561,0.05220663,0.05169364,0.05095023,0.04998157,0.04879436,0.04739681,0.04579858,0.04401064,0.04204526,0.03991581,0.03763667,0.03522297,0.03269044,0.03005501,0.02733242,0.02453768,0.02168424,0.01878286,0.01584002,0.01285538,0.00981815,0.00670161,0.00345579,0.00000000
0.00000000,0.00367786,0.00721804,0.01066385,0.01404412,0.01737456,0.02066048,0.02389963,0.02708439,0.03020354,0.03324349,0.03618922,0.03902496,0.04173471,0.04430265,0.04671343,0.04895240,0.05100582,0.05286101,0.05450636,0.05593175,0.05712819,0.05808833,0.05880629,0.05927742,0.05949880,0.05946901,0.05918822,0.05865808,0.05788176,0.05686392,0.05561061,0.05412929,0.05242867,0.05051867,0.04841026,0.04611535,0.04364658,0.04101710,0.03824029,0.03532939,0.03229702,0.02915457,0.02591137,0.02257355,0.01914253,0.01561295,0.01196992,0.00818571,0.00421633,0.00000000
0.00000000,0.00429455,0.00843233,0.01244464,0.01635418,0.02017472,0.02391220,0.02756621,0.03113155,0.03459948,0.03795879,0.04119663,0.04429919,0.04725218,0.05004123,0.05265226,0.05507169,0.05728669,0.05928531,0.06105654,0.06259074,0.06387929,0.06491507,0.06569227,0.06620655,0.06645483,0.06643557,0.06614875,0.06559577,0.06477940,0.06370384,0.06237455,0.06079831,0.05898299,0.05693756,0.05467188,0.05219654,0.04952269,0.04666177,0.04362519,0.04042397,0.03706822,0.03356656,0.02992531,0.02614749,0.02223154,0.01816980,0.01394665,0.00953669,0.00490350,0.00000000
0.00000000,0.00487094,0.00957176,0.01412466,0.01854648,0.02284803,0.02703432,0.03110531,0.03505688,0.03888174,0.04257022,0.04611102,0.04949173,0.05269936,0.05572070,0.05854267,0.06115256,0.06353825,0.06568841,0.06759250,0.06924128,0.07062642,0.07174099,0.07257928,0.07313693,0.07341102,0.07339981,0.07310303,0.07252186,0.07165877,0.07051751,0.06910306,0.06742156,0.06548020,0.06328711,0.06085119,0.05818196,0.05528930,0.05218324,0.04887363,0.04536973,0.04167978,0.03781040,0.03376592,0.02954750,0.02515219,0.02057182,0.01579186,0.01079054,0.00553856,0.00000000
0.00000000,0.00541859,0.01065700,0.01573039,0.02065048,0.02542485,0.03005681,0.03454577,0.03888779,0.04307617,0.04710211,0.05095524,0.05462412,0.05809665,0.06136045,0.06440319,0.06721279,0.06977768,0.07208698,0.07413053,0.07589936,0.07738535,0.07858171,0.07948282,0.08008429,0.08038307,0.08037756,0.08006719,0.07945283,0.07853675,0.07732233,0.07581411,0.07401774,0.07193981,0.06958778,0.06696977,0.06409440,0.06097060,0.05760729,0.05401311,0.05019607,0.04616309,0.04191949,0.03746844,0.03281024,0.02794163,0.02285506,0.01753798,0.01197255,0.00613568,0.00000000
0.00000000,0.00594579,0.01170332,0.01728221,0.02268978,0.02793044,0.03300550,0.03791324,0.04264927,0.04720690,0.05157763,0.05575152,0.05971766,0.06346450,0.06698020,0.07025287,0.07327087,0.07602301,0.07849869,0.08068798,0.08258212,0.08417309,0.08545417,0.08641978,0.08706550,0.08738818,0.08738603,0.08705860,0.08640642,0.08543141,0.08413678,0.08252670,0.08060642,0.07838208,0.07586059,0.07304950,0.06995677,0.06659058,0.06295908,0.05907009,0.05493076,0.05054721,0.04592405,0.04106395,0.03596708,0.03063062,0.02504828,0.01920989,0.01310138,0.00670497,0.00000000
0.00000000,0.00645877,0.01272250,0.01879629,0.02468368,0.03038612,0.03590278,0.04123054,0.04636414,0.05129645,0.05601882,0.06052135,0.06479330,0.06882334,0.07259985,0.07611119,0.07934593,0.08229305,0.08494209,0.08728325,0.08930781,0.09100781,0.09237651,0.09340830,0.09409873,0.09444456,0.09444384,0.09409592,0.09340144,0.09236196,0.09098038,0.08926075,0.08720798,0.08482789,0.08212703,0.07911253,0.07579191,0.07217288,0.06826310,0.06406988,0.05959992,0.05485896,0.04985139,0.04457989,0.03904505,0.03324494,0.02717487,0.02082719,0.01419131,0.00725399,0.00000000
